ID,Project,Subject,"Change Order #","Client CO #","Invoice #",Actions,Status,Total,"Paid Total",Balance,"Scope of Work",Exclusion,"Labor Breakdown_type","Labor Breakdown_quantity","Labor Breakdown_hours","Labor Breakdown_rate","Material Breakdown_type","Material Breakdown_quantity","Material Breakdown_unit","Material Breakdown_rate","Equipment Breakdown_type","Equipment Breakdown_quantity","Equipment Breakdown_unit","Equipment Breakdown_rate"
1357,18-009-hilton-hotel,"Build Drywall Partition, Patch Misc Drywall, Install new Ceiling Tiles",1,1,,Paid,Closed,18000,18000,0,"Provide labor and material to Build drywall partition,  patch misc. drywall, install new ceiling tiles.

25 L.F Partition= $3125
900 SF AC Ceiling tile $12600
1 Man day patching carpenter= $1155
2 Man Day patching taping= $2240
Misc. Material= $450
Furnish and install 1 hollow metal door, frame and hardware- $1500
Cut opening and frame drywall for new door- 14 X $165= $2310","removal of existing ceilings. OT, ",,,,,,,,,,,,
1359,18-004-cyrus-capital-65-east-55-st-34-35th-floor,"Bulletin #5",37,37,,Paid,Closed,5000,5000,0,"Provide labor and material to modify framing for A/V, electric and F/A. Also install blocking as required.

Carpentry= 28 hours X $165= $4620
Taping= 14 hours X $160= $2240
Material= $850

Total= $7710",,,,,,,,,,,,,
1362,18-004-cyrus-capital-65-east-55-st-34-35th-floor,"Tel Data- RDT Cable Drawings",22,22,,Paid,Closed,4051,4051,0,"Provide labor and material to do all patching at teldata work here sleeves and boxes are being installed

Carpentry= 14 hours X $165= $2310
Taping= 10 hours X $160= $1600
Material= $400",,,,,,,,,,,,,
1363,groupm-build-out-3-wtc,"Credit Group M",200,200,,Paid,Closed,-1400,-1400,0,"Credit for Group M

$175 X 8= $1400",,,,,,,,,,,,,
1365,,"Replace Hallway Tile and level out ceiling",1,1,,,Open,48500,0,48500,"Replace hallway tile and level out ceiling. 
1400 S.F of tile, wood base 4 X1 370 Ft.
replace grud ceiling and tile in elevator lobby 300 sq feet
replace all hardware on 10 single doors and 6 double doors",,,,,,,,,,,,,
1368,17-040-nyu-langone-1-park-ave-6th-10th-floor,"Frame, rock, and tape 250 LF Partition",25,25,,Paid,Closed,30255,30255,0,"Provide labor and material to frame, rock, and tape 195 LF partition.
furnish and install 390 SF S.R ceilings
furnish and install 2 single and double H.M Doors
All work on ST. Time


195 X $100=$21,450
390 X $15=6,630
H.M Doors= $3915

total= $31,995",,,,,,,,,,,,,
1373,18-013-orrick,"Orda Fire Alarm Work",2,2,,Paid,Closed,120500,120500,0,"1) patch all landing and perimeter walls at all 20 floors in both A and B stairs
20 provide baker scaffolding at both stairs to perform scope
3) Patch lobby, 2nd floor, 8-19th floor on OT
4) Fully upgrade Fire closet in basement to make 2 hour rated. Replace door/ hardware/frame to make 2 hour rated. Fill in dropped ceiling  in new FA room in basement
5) Open and close ceiling as required on occupied floors",,,,,,,,,,,,,
1377,groupm-build-out-3-wtc,"BC062- Make hole in wall for oven access into kitchen",062,062,,Paid,Closed,2179,2179,0,"Provide labor and material to cut open wall for oven to fit into kitchen

Carpentry= 10 hours X $ 151= $1510
Taping=  4 hours X $111= $444
Material= $225

Total= $2179

",,,,,,,,,,,,,
1379,groupm-build-out-3-wtc,"SE118- 15th floor Move Duct in Way of Oberflex",118,118,,Paid,Closed,2000,2000,0,"provide labor and material to patch drywall in 2 locations per SE118

Carpentry= 2 men 7 hours each= 14 hours X $151= $2114
Taping= 10 hours X $111= $1110
material= $300

Total= $3524",,,,,,,,,,,,,
1381,18-005-hines-lobby-1-hudson-75-varick-st,"AL034- additional Base-Patch work per RFI #28",034,034,,Paid,Closed,1395,1395,0,"Provide labor and material to prep walls for new base

Taping= 7 hours X $160= $1120
material= $275

Total= $1395",,,,,,,,,,,,,
1385,18-013-orrick,"Repair Wall in WB Wood Space",80,80,,Paid,Closed,3420,3420,0,"provide labor and material to do all patching and taping at WB wood space

Carpentry= 8 hours X $205= $1640
taping= 7 hours X $200= $1400
material= $380",,,,,,,,,,,,,
1386,18-014-602-lex-ave-blackstone,"Ticket 1800-Take Apart Ceiling in 2 rooms and demo wall",1800,1800,,Paid,Closed,5140.44,5140,0.44,"provide labor and material to take apart ceiling in 2 rooms and demo wall and build soffit to make it 1 room, then put both ceilings back up

carpentry O.T = 8 hours X 194.61= $1556.88
1 foreman O.T=  8 hours X $206.46=$1651.68
1 taper O.T= 8 hours X $182.11= $1456.88
Material= $475
Total= $5140.44",,,,,,,,,,,,,
1387,18-009-hilton-hotel,"Frame 2 columns down to floor",2,2,,Paid,Closed,3820,3820,0,"Provide labor and material to frame 2 columns down to floor, sheetrock and head and do extra taping on walls. 300 sq ft.

Carpentry= 7 hours X $165= $1155
Taping= 14 hours X $160=  $2240
Material= $425

Total= $3820",,,,,,,,,,,,,
1390,18-007-medidata,"6th floor demising wall demo",2,2,,Paid,Closed,6875,6875,0,"provide labor and material to cut back wall and cap header with track and sheetrock plus corner bead and tape/ also repair hole in the floor

1 foreman 12 hours X $215=$2580
1 carp 12 hours X $205= $2460
1 taper 12 hours X $200= $2400

Material= $675

Total= $8115",,,,,,,,,,,,,
1393,18-018-tradeweb," remove ceiling, build, new header and reinforce drywall partition to accept TV bracket",1,1,,Paid,Closed,10550,10550,0,"provide labor and material to remove ceiling, build new header/ partition to receive glass wall, tape, patch wall in staircase, and reinforce drywall partition to accept TV bracket

carpentry 30 hrs x $205=$6150

taping 16hr x $200=$3200

material/driver $1200

10,550",,,,,,,,,,,,,
1396,18-009-hilton-hotel,"Fill in 1 Masonary Door",4,4,,Paid,Closed,6085,6085,0,"provide labor and material to fill in 1 masonary door and frame and tie in drywall where block was removed

Carpentry=  21 hours X $165= $3465
Taping= 7 hours X $ 160= $ 1120
Material= $1500

Total= $6085",,,,,,,,,,,,,
1397,18-013-orrick,"Sprinkler water/ tamper switches for 3,4,5",2,2,,Paid,Closed,10415,10415,0,"Provide labor and material to open and close ceilings and walls for tamper switches and sprinklers on 3,4,5

Carpentry= 28 hours OT X $205=$5740
Taping= 21 hours O.T X $200= $4200
Material= $475

Total= $10415",,,,,,,,,,,,,
1398,18-004-cyrus-capital-65-east-55-st-34-35th-floor,"Plywood Column Enclosures",48,48,,Paid,Closed,17100,17100,0,"Provide labor and material to install plywood enclosures at column at install 6 x 6 access doors

7 hours per location X 13= 91 hours X $165= $15,015
Material= 3250
Total= $18265",,,,,,,,,,,,,
1399,18-004-cyrus-capital-65-east-55-st-34-35th-floor,"34th floor- conference room 02 revised header detail",53,53,,Paid,Closed,3868.10,3868.1,0,"provide labor and material to build header at conference room 02

Carpentry= 14 hours X $165= $2310
Taping= 7 hours X $160= $1120
Material= $685

Total= $4115",,,,,,,,,,,,,
1400,groupm-build-out-3-wtc,"BC for TopRock to Patch damages on 15th and 16th FL",063,063,,Paid,Closed,20000,20000,0,"provide labor and material to patch drywall at cornerbeads at approx 112 locations

Carpentry= 80 hours X $151= $12,080
Taping= 70 hours X $111= $7,770
material= $3360

Total= $23,210",,,,,,,,,,,,,
1401,groupm-build-out-3-wtc,"Existing Sprinkler Relocate A bank lobby 15-16",207,207,,Paid,Closed,2000,2000,0,"provide labor and material to remove and replace plywood for sprinkler, relocate on 15-16 floor

Carpentry= 21 hours X $151= $3171
Taping= 7 hours X $111= $777
Material= $475

Material= $4423",,,,,,,,,,,,,
1402,groupm-build-out-3-wtc,"SE120- 15 and 16 floors knee walls at mistral glass doors",120,120,,Paid,Closed,8000,8000,0,"provide labor and material to build low walls at 3 locations under floor @ 15N60, 15P50, and 16P55

Carpentry= 21 hours X $151= $3171
Taping= 6 hours X $111= $666
Material= $900

Total= $4737",,,,,,,,,,,,,
1403,18-005-hines-lobby-1-hudson-75-varick-st,"AL015-Option 2 Phase 3",015,015,,Paid,Closed,31875,31875,0,"In Lieu of Option 2: additional temp wall on OT 153 if Affitional pair HM doors, frame, hw
+29,775

All work in phase 3 to be performed on OT +2100

31,875",,,,,,,,,,,,,
1416,18-012-weill-cornell-medical,"Build Structural Platform at Room 104",1,1,,Paid,Closed,4065,4065,0,"Provide labor and material to build structural platform at room 104 per SSK-2 &amp;3

Carpentry= 16 hours X $165= $2640
Material= $685

Total=$3325",,,,,,,,,,,,,
1417,18-012-weill-cornell-medical,"Re-layout and move framing, door frame at rooms 104,103, 125, 126",2,2,,Paid,Closed,1780,1780,0,"provide labor and material to re layout and move framing previously done and move door frame at room 104,103, 125, 126.

Carpentry= 14 hours X $165= $2310
Material= $625

Total= $2935",,,,,,,,,,,,,
1419,18-005-hines-lobby-1-hudson-75-varick-st,"AL042- Art Rail per CSK-37",42,042,,Paid,Closed,3855,3855,0,"Provide labor and material to Furnish and install art rail per CSK 37 at feature wall

Carpentry= 14 hours X $165= $2310
Taping= 7 hours X $160= $1120
Material= $425

Total= $3855",,,,,,,,,,,,,
1420,18-004-cyrus-capital-65-east-55-st-34-35th-floor,"Alternative Water Fountain-34th Floor",56,56,,Paid,Closed,4750,4750,0,"Provide labor and material to do all necessary patching at previously roughed in Water fountain and open and patch walls for new water fountain

Carpentry= 14 hours X $205= $2870
Taping= 8 hours X $200=$1600
Material $600

Total= $5070",,,,,,,,,,,,,
1421,18-004-cyrus-capital-65-east-55-st-34-35th-floor,"Cafe Area 19- Drywall Partition",55,55,,Paid,Closed,4477,4477,0,"Provide labor and material to install drywall in lieu of cencrete playform at cafe area 19 on 34th floor

Carp= 14 hours X $205=$2870
Taping= 9 hours X $200= $1800
Material= $375

Total= $5045",,,,,,,,,,,,,
1429,groupm-build-out-3-wtc,"SE128- PT for TR 5.7.18- framing 15 &amp; 16 Floor Reception",128,128,,Paid,Closed,904,904,0,"Provide labor to work O.T on 15 and 16 floor installing plywood after PA inspection

1 Foreman 4 hours X $41=$164
5 carp 4 hours each= 20 hours X $37=$740
Total= $904",,,,,,,,,,,,,
1430,18-004-cyrus-capital-65-east-55-st-34-35th-floor,"Exec Office 04 Wall Change",59,59,,Paid,Closed,3085,3085,0,"Provide labor and material to furnish and install gypsum below smart glass and finish ends and add low posts

Carp 9 hours X $165=$1485
Taping= 7 hours X $160=$1120
Material= $480
Total= $3085",,,,,,,,,,,,,
1432,18-021-range-rover-1st-and-2nd-floor,"200 S.F of  Silhouette grid and furnish and install 2 x 2 ceiling ",9,9,,Paid,Closed,176000,176000,0,"Provide labor and material to furnish and install 2000 S.F of 2 x 2 custom Silhouette grid and USG celebration Tiles
2000 X $43= $86,000
   C Channel 124 LF X $80= $9,920
   2 Radius columns 3k each= $6000



Provide labor and material to furnish and install temp 2 X 2 ceiling with custom Silhouette  grid and USG ceiling tiles

    48 x 1400 S.F= $67,200
      
90 LF CCH. X $80= $7200


Total=  $176,000",,,,,,,,,,,,,
1433,18-004-cyrus-capital-65-east-55-st-34-35th-floor,"Bulletin 6",47,47,,Paid,Closed,7450,7450,0,"Provide labor and material to patch drywall throughtout space for MEPs.
Carpentry= 21 hours X $165=$3465
Taping=      14 hours X $160=$2240
Material= $400
Total= $6105

Cut out for Gem Boxes in 26 locations @ plywood platforms
      $2100




Total= $8205",,,,,,,,,,,,,
1434,18-004-cyrus-capital-65-east-55-st-34-35th-floor,"Sonaspray Deletion",60,60,,Paid,Closed,4206,4206,0,"no credit provided per sonaspray as square footage was calculated incorrectly. 

provide labor and material to trim back drywall so electrician can add extended collars and we will then patch and rough tape
carpentry= 14 hours X $205= 2870
taping= 7 hours X $200= $1400
Material= $200
Total= $4470


 ",,,,,,,,,,,,,
1438,18-012-weill-cornell-medical,"Bulletin 4",3,3,,Paid,Closed,32000,32000,0,"Bulletin #4 dated 5-4-18
Furnish and install header in additional rooms 45L.F    X 100= $4500
Furnish and install Acrovyn 4000 wall cover- Suede White 180 L.F X 9'     1620 X $25= $40,500

Total= 45,000",,,,,,,,,,,,,
1439,18-013-orrick,"Patch walls/floor-18th st closet",4,4,,Paid,Closed,8440,8440,0,"Provide labor and material to patch walls at 18th closet

Carpentry 2 men 14 hours each= 28 hours X $165=$4620
Taping 21 hours X $160=$3360
Material= $460

Total=$8440",,,,,,,,,,,,,
1440,18-015-adore-me-staten-island-mall,"Sheetrock Wall that we owed patching on",1,1,,Paid,Closed,1635,1635,0,"provide labor and material to sheetrock wall that we owed patching on
Carp= 5 hours X $165=$825
Taping= 4 hours X $160= $640
Material= $170
Total= $1635",,,,,,,,,,,,,
1441,18-015-adore-me-staten-island-mall,"Cutout Sheetrock and modify framing for new access door",2,2,,Paid,Closed,650,650,0,"Provide labor and material to cut out sheetrock and modify framing for new access door at front of store

$650",,,,,,,,,,,,,
1442,groupm-build-out-3-wtc,"FE023- Patch and tape walls opened for other trades on 15th and 16th floors",023,023,,Paid,Closed,2500,2500,0,"Provide labor and material to patch walls at reception area on 16th floor 
carpentry= 7 hours X $151= $1057
Taping= 5 hours X $111= $555
Total= $1612

Close drywall at glass wall 
Carpentry= 5 hours X $151= $755
Taping= 4 hours X $111=$444
Total= $1199

Add reveal at prefunction room next to wood wall
Carpentry= 5 hours X 151= $755
Taping= 4 hours X $111=$444
Total= $1199

Total= $4010",,,,,,,,,,,,,
1445,groupm-build-out-3-wtc,"CSK 065- Additional Velaspan WAP Relocations",212,212,,Paid,Closed,2000,2000,0,"provide labor and material to do all work associated with patching velaspan WAP relocates
Carpentry= 21 hours X $151= $3171
Taping= 14 hours X $111= $1554
material= $600

Total= $5325",,,,,,,,,,,,,
1446,18-015-adore-me-staten-island-mall,"Demo and patch walls at front of store per Apogees Direction",3,3,,Paid,Closed,2575,2575,0,"Provide labor and materials to demo and patch walls at front of store per apogees direction

1 carp 7 hours X $165= $1155
1 taper 7 hours X $160= $1120
Material=$300

Total= $2575",,,,,,,,,,,,,
1447,18-010-verizon-jersey-city,"Taping Sat O.T",1,1,,Paid,Closed,700,700,0,"1 taping man day on ot for Saturday

7 hours X $50= $350",,,,,,,,,,,,,
1449,18-023-600-madison-ave-mall-properties,"Patch Walls noted as water damage/ replace Ultima ",1,1,,Paid,Closed,6000,6000,0,"patch Walls noted at water damage 170LF
replace ultima-1912 in existing grid (rooms 22,26-35,46) 2000SF
Drywall= $8,000
Ceiling= $16,500

Total= $24,500

note: added cost for Decoustics ceiling  $60.00 sf","overtime, removals temporary partitions, floor and wall protection",,,,,,,,,,,,
1453,credit-suisse-re-stack,PO,7,7,,Paid,Closed,5000,5000,0,,,,,,,,,,,,,,
1457,17-010-title-boxing,"ALL Cos",1,1,,Paid,Closed,14710,14710,0,,,,,,,,,,,,,,
1460,18-005-hines-lobby-1-hudson-75-varick-st,"AL050- CSK 41A and 41B",050,050,,Paid,Closed,1465,1465,0,"Provide labor and material to cut open, patch, tape wall and ceiling after electric work is completed.
Carpentry= 5 hours X $165= $825
Taper= 4 hours X $160= $640
Total= $1465",,,,,,,,,,,,,
1464,18-004-cyrus-capital-65-east-55-st-34-35th-floor,"Glass Mirrors at Perimeter Stone",67,67,,Paid,Closed,6560,6560,0,"Provide labor and material to remove drywall at 8 windows, re-insulate, re-frame and install plywood
removal- 
2 man Removal on Saturday= 7 hours each= 14 hours X $205= $2870
install-
4 hours per window X 8= 32 hours X $165= $5280
Material= $1400

Total= $6560",,,,,,,,,,,,,
1465,18-005-hines-lobby-1-hudson-75-varick-st,"AL049- CSK--38.01 &amp; CSK-XXB",049,049,,Paid,Closed,11855,11855,0,"Provide labor and material to cut open ceilings and modify framing to receive fry reglet beads

6 columns= 35 hours X $165= $5775
Taping= 28 hours X $160= $4480
Material= $1600
Total= $11855",,,,,,,,,,,,,
1466,18-003-the-ritz-carlton-ny,"Rebuild Columns at hot water risers ",2,2,,Paid,Closed,32300,32300,0,"8 and 18th floors, 
22 Large patches,
Carpenter 1 hour each, $3630
Taper 1 hour each, $3520
Material $2345

16 Columns,
Carpenter 2 hours each, $5280
Taper, 1 hour each, $2560
Material, $2000

9 and 17th floors, 
14 Large patches,
Carpenter 1 hour each, $1155
Taper 1/2 hour each, $2240
Material $1350

13 Columns,
Carpenter 2 hours each, $4290
Taper, 1 hour each, $2080
Material, $1850

Total $32300


",,,,,,,,,,,,,
1467,18-004-cyrus-capital-65-east-55-st-34-35th-floor,"054- Fascia Staircase scope",54,54,,Paid,Closed,10280,10280,0,"Facia staircase scope 10280
",,,,,,,,,,,,,
1468,18-005-hines-lobby-1-hudson-75-varick-st,"AL046- Switch relocation as per CSK-40",46,46,,Paid,Closed,815,815,0,"provide labor and material to open and close wall for new switch
Carpentry= 3 hours X $165= $495
Taper= 2 hours X $160= $320
Total=  $815",,,,,,,,,,,,,
1471,18-020-kkr-creating-open-office-area,"Reverse Swing of Glass Door",1,3,,,Open,4495,0,4495,"provide labor and material to open ceilings and modify headers/blocking and patch

2 Carp 7 hours each= 14 hours X $205=$2870
1 taper 7 hours X $200=$1400
Material= $225
Total= $4495",,,,,,,,,,,,,
1488,groupm-build-out-3-wtc,"BC024- global back charge to all subs for lift damages to raised floor tiles",024,024,,Paid,Closed,-1090.91,-1090,-0.91,"global back charge to all subs for lift damages to raised floor tiles",,,,,,,,,,,,,
1493,18-004-cyrus-capital-65-east-55-st-34-35th-floor,"Updated AV Drawings 5.18",74,74,,Paid,Closed,9818.30,9818,0.299999999999,"Provide labor and material to open ceilings and patch due to updated AV drawings

Carpentry= 14 hours X $165=$2310
Taping= 7 hours X $ 160= $1120
Material= $195
Total= $3625",,,,,,,,,,,,,
1495,18-004-cyrus-capital-65-east-55-st-34-35th-floor,"Top Rock Revisions",66,66,,Paid,Closed,12800,12800,0,"TopRock to install a sheet rock enclosure around 3 existing vales on 35th floor. finish to be tight and narrow, valves to be left expose for building use. 
Carp= 7 hours X $165= $1155
Taping= 7 hours X $160= $1120
Total= $2275

TopRock to install beam bypass soffits at 4 locations on both the 34 and 35
Carpentry= 35 hours X $165=$5775
Taping= 21 hours x $160= $3360
Total= $9135

Top Rock to install gyp wall at 2 conference room locations around the perimeter column leaving the window bay exposed
Carp= 7 hours X $165=$1155
Taping= 7 hours X $160= $1120
Total= $2275

Total= $13685",,,,,,,,,,,,,
1496,18-004-cyrus-capital-65-east-55-st-34-35th-floor,"Feyfer Painters Plan",64,64,,Paid,Closed,6200,6200,0,"provide labor and material to skim coat walls to level 5. finish where finishes are no longer on wall
Taping= 2 men 21 hours each= 42 hours X $160=$6720
Material= $375
Total= $6200
",,,,,,,,,,,,,
1497,18-015-adore-me-staten-island-mall,"8 Aluminum Ceiling Rails",4,4,,Paid,Closed,1820,1820,0,"Provide labor and material to furnish and install 8 aluminum ceiling rails
1 man 8 hours X $165= $1320
material and Shipping= $500
Total= $1820",,,,,,,,,,,,,
1498,18-004-cyrus-capital-65-east-55-st-34-35th-floor,"Cafe Area 19- Deletion of Shelf, Supports and Lights",63,63,,Paid,Closed,2200,2200,0,"Provide labor and material to patch drywall where shelf supports are being removed at lights
carpentry= 7 hours X $165= $1155
Taping= 7 hours X $160= $1120
Material= $85
Total= $2360",,,,,,,,,,,,,
1500,18-004-cyrus-capital-65-east-55-st-34-35th-floor,"RFI #14 Window Pocket Detail",6,6,,Paid,Closed,4565,4565,0,"Provide labor and material to change details at window pockets from original details
Carpentry= 21 hours X $165=$3465
Material= $1100
Total=$4565",,,,,,,,,,,,,
1506,18-004-cyrus-capital-65-east-55-st-34-35th-floor,"Formica Shelves-34th floor Women Restroom",84,84,,Paid,Closed,1500,1500,0,"Provide labor and material to open walls and install blocking for formica shelving, close and patch

Carpentry= 5 hours X $165= $825
Taping= 4 hours X $160= $640
material= $225
Total= $1690",,,,,,,,,,,,,
1507,17-040-nyu-langone-1-park-ave-6th-10th-floor,"2 x 2 F.R Access Door",27,27,,Paid,Closed,1240,1240,0,"provide labor and material to furnish and install 1 2 x 2 fire rated access door 
Carpentry= 3 hours X $165= $495
Taping= 2 hours X $160= $320
Total= $425
Total= $1240",,,,,,,,,,,,,
1508,groupm-build-out-3-wtc,"Reinstall Employee Resource Center Power and Data Outlets Above Counter top",223,223,,Paid,Closed,1400,1400,0,"provide labor and material to open and close walls for new power and data
Carpentry= 5 hours X $151=  $755
Taping= 4 hours X $111= $444
Material= $200
Total= $1399",,,,,,,,,,,,,
1510,18-006-225-varick-retail-pricing,"Relocate Elevator Call button on the Ground Floor",1,032,,Paid,Closed,815,815,0,"provide labor to relocate elevator call button on the ground floor

carpentry= 3 hours X 165= $495
Taper= 2 hours X $160= $320
Total= $815",,,,,,,,,,,,,
1516,18-012-weill-cornell-medical,"Acrovyn 4000 wall cover",4,4,,Paid,Closed,-6025,-6025,0,"Furnish and install Acrovyn 4000 wall cover- Suede White 144 S.F X $25= $3600
Delete crash rail in Corridors = 275 X $35= -$9,625
Keep blocking for crash rail in scope- N/C
Total= $-6025",,,,,,,,,,,,,
1518,wlrk-28th-floor,"provide labor and material to furnish and install HW Heater",5,5,,Paid,Closed,1435,1435,0,"Provide labor and material to furnish and install hot water 
Carpentry= 7 hours O.T X $205= $1435
Taping= 7 hours O.T X $200= $1400
Total= $2835",,,,,,,,,,,,,
1519,18-013-orrick,"Mechanical Room Patching",8,8,,Paid,Closed,11410,11410,0,"patch and tape sheetrock inside all mechanical rooms where holes were found on floors

Carpentry= 42 hours X $165= $6930
Taping= 28 hours X $160= $4480
Total= $11410",,,,,,,,,,,,,
1520,18-004-cyrus-capital-65-east-55-st-34-35th-floor,"Revised- Additional Receptacles",80,80,,Paid,Closed,6860,6860,0,"provide labor and material to do all work with patching for new outlets
Carpentry= 28 hours X $165= $4620
Taping= 21 hours X $160= $3360
Total= $7980",,,,,,,,,,,,,
1521,18-013-orrick,"12 floor waiste pipe repair",9,9,,Paid,Closed,25520,25520,0,"Provide labor and material to remove and reinstall new sheetrock that was wet approx 600 S.F

Carp= 4 men 16 hours each= 64 hours X $205= $13,120
3 tapers 16 hours each= 48 hours X $200= $9,600
Material= $2800
Total= $25520
",,,,,,,,,,,,,
1522,18-004-cyrus-capital-65-east-55-st-34-35th-floor,"EE001- Window Pocket Install",001,001,,Paid,Closed,6200,6200,0,"Provide Labor and Material to take in delivery and install metal shade pocket
21 per floor X 2= 42 hours X $165= $6930",,,,,,,,,,,,,
1523,18-004-cyrus-capital-65-east-55-st-34-35th-floor,"Soffit Deletion-34th Floor Pantry",82,82,,Paid,Closed,3500,3500,0,"Provide labor and material to remove soffit and fill in scab with new drywall and tape 

2 Carp 7 hours= 14 hours X $165= $2310
Taping= 7 hours X $160=$1120
Material= $375
Total= $3805",,,,,,,,,,,,,
1527,18-033-wafra-renovations,"SE001- Job Add's",1,001,,Paid,Closed,8965,8965,0,"provide labor and material to create T.O in Conference room on O.T and patch drywall in bathroom for new outlets

Carpentry= 28 hours X $205= $5740
Taping= 14 hours X $200=  $2800
Material and Delivery= $825
Total= $9365",,,,,,,,,,,,,
1528,18-003-the-ritz-carlton-ny,"Open Walls for Blocking at 7 locations",2,2,,Paid,Closed,5647,5647,0,"Provide labor and material to open walls for blocking and repatch and tape in 8 locations
Carpentry= 17.5 hours X $165= $2887.50
Taping= 14 hours X $160= $2310
material= $450
Total= $5647",,,,,,,,,,,,,
1531,18-024-aip-450-lex,"Patch drop ceilings after electrical run",1,1,,Paid,Closed,13121.50,13121,0.5,"Provide labor &amp; material to build out perimeter in 4 locations at corners to enclose steel tubes ... ONLY EAST 50% 6/20/18
Carpentry, 21hrs per Location 84hrs x $165 = $13860
Taping 14hrs per Location	56hr x 160 = $8960
Materials			                $3423
Total				        $26,243
",,,,,,,,,,,,,
1532,18-013-orrick,"Replace 3' vent pipe floors 1-6",7,7,,Paid,Closed,29235,29235,0,"Provide labor and material to do all work associated with replacing 3' vent pipe on floors 1-6

Carpentry= 63 MH X $165= $10,395
Taping= 28 MH X $160= $4,480
Material= $1545

Provide labor and material to do all work associated with bathroom finishes
Carpentry= 49 hours X $165= $8085
Taping= 21 hours X $160= $3360
Material= $1370

Total= $29,235

",,,,,,,,,,,,,
1533,groupm-build-out-3-wtc,"CSK 082 28th fl Exit Sign Relos &amp; Added FECS",232,232,,Paid,Closed,2000,2000,0,"P/L/M to install F/E signs and cabinets &amp; laminate closet I5P60,
Carpentry= 8 hours X $151 = $1208
Taping= 5 hours X $111= $555
Material= $400
Total = $2163",,,,,,,,,,,,,
1534,groupm-build-out-3-wtc,"15th Floor Magnetic Hold Opens",236,236,,Paid,Closed,4276,4276,0,"Provide Labor &amp; Material to open and close ceilings and fix access door for new magnetic hold opens to be installed 
Carpentry= 16 hours X $151= $2416
Taping= 10 hours X $111= $1110
Material= $750
Total = $4276",,,,,,,,,,,,,
1536,groupm-build-out-3-wtc,"Podium NS Corridor_Fire stopping, patch &amp; tape sprinkler tie-in",137,137,,Paid,Closed,2800,2800,0,"Change Order SE137
Provide Labour &amp; Material to patch N/S corridors and Fire stopping on 9 &amp; 10 floors
Carpeting X Overtime = 14 hours X 188 = $2632
Taping X Overtime = 8 hours X $147=$1176
Material = $650
Total = $4458",,,,,,,,,,,,,
1539,wlrk-28th-floor,"Replace a HM Door to a Glass Door on 30th Floor",3,3,,Paid,Closed,2890,2890,0,"provide labor and material to do all work on 30th floor on Sat June 9th per C.R #3
Driver/ Delivery= $500
Carp= 8 hours X $205= $1640
Material/hardware= $855
Total= $2890",,,,,,,,,,,,,
1541,18-035-405-lex-ncc-new-office,"Patch drop ceilings after electrical run, removing and reinstalling ceiling grid",1,1,,Paid,Closed,4065,4065,0,"Patch drop ceilings after electrical run, removing and reinstalling ceiling grid.
Carpentry= 21 hours X $165=$3465
Material= $600
Total= $4065",,,,,,,,,,,,,
1543,18-004-cyrus-capital-65-east-55-st-34-35th-floor,"Instersection at 35th floor ceiling- Conference Room 02",83,83,,Paid,Closed,1150,1150,0,"Provide labor and material to build vertical cove per photo provided by JRM
Carpentry= 4 hours X $165= $660
Taper= 3 hours X $160= $480
Material= $100
Total= $1240",,,,,,,,,,,,,
1544,18-004-cyrus-capital-65-east-55-st-34-35th-floor,"Feyfer Bloking",76,76,,Paid,Closed,10740,10740,0,"Provide labor and material to open soffits and install blocking for Feyfer
Carpentry= 2 men 3 days each- 42 hours X $165= $6930
Taping= 2 men 16 hours each= 32 hours X $160= $5120
Material= $320
Total= $12370
",,,,,,,,,,,,,
1545,hines-10-hudson-square-lobby,"Replace defective LED driver",038,038,,Paid,Closed,4030,4030,0,"Provide labor to remove and replace ceiling for new LED driver
2 Carpenters 8 hours each= 16 X $205= $3280
Delivery= $500
Misc Clips= $250
Total= $4030",,,,,,,,,,,,,
1547,18-034-siegfried,"Bulletin #1",1,1,,Paid,Closed,5720,5720,0,"At Column 2B add 4’ chase wall and reveal condition (3/A-806)
Conf room 3005: Add extra layer SR for and reveal (3/A-806)
       Column 4E: delete 4’ chase wall      
       Pantry 3032: Add blocking for (3) 7’ floating glass shelves (6/A-806)  
                            Add extra layer sheetrock at backsplash
",,,,,,,,,,,,,
1550,groupm-build-out-3-wtc,"BC092- 15 and 16 Floors Ceiling Tile Replacements",092,092,,Paid,Closed,16000,16000,0,"provide labor and material to remove damaged ACT tile and install new ones per JRM request
(30"" X 72"" Tile)
1000 S.F Minimum X 16= $16,000",,,,,,,,,,,,,
1551,18-002-hines-lobby-225-varick-street,"Temp Platform",2,2,,Paid,Closed,6987,6987,0,"provide labor and material to build plywood platform and temp rails for temp entrance at lobby
2 carp 7 hours each= 14 hours X $165= $2310
2 Carpenters 8 hours each= 16 hours X $205= $3280
Material= $1397
Total= $6987",,,,,,,,,,,,,
1556,groupm-build-out-3-wtc,"install access doors",16,67,,Paid,Closed,3372,3372,0,"PLM to furnish and install access doors",,,,,,,,,,,,,
1561,18-019-school-of-american-ballet-ph1,"Patch work in ceiling office 1604",1,5,,Paid,Closed,2400,2400,0,"Provide labor and material to patch drywall ceilings where necessary. Also,tape and skim coat ceiling.

Carpentry= 4 hours X $165= $660
Taping= 10 hours X $160= $1600
Material= $300
Total= $2560
",,,,,,,,,,,,,
